0.0001 7.06397
0.0011 7.05565
0.0021 7.04733
0.0031 7.03901
0.0041 7.0307
0.0051 7.02238
0.0061 7.01406
0.0071 7.00574
0.0081 6.99742
0.0091 6.9891
0.0101 6.98078
0.0111 6.97247
0.0121 6.96415
0.0131 6.95583
0.0141 6.94751
0.0151 6.93919
0.0161 6.93087
0.0171 6.92255
0.0181 6.91424
0.0191 6.90592
0.0201 6.8976
0.0211 6.88928
0.0221 6.88096
0.0231 6.87264
0.0241 6.86432
0.0251 6.85601
0.0261 6.84769
0.0271 6.83937
0.0281 6.83105
0.0291 6.82273
0.0301 6.81441
0.0311 6.80609
0.0321 6.79778
0.0331 6.78946
0.0341 6.78114
0.0351 6.77282
0.0361 6.7645
0.0371 6.75618
0.0381 6.74786
0.0391 6.73955
0.0401 6.73123
0.0411 6.72291
0.0421 6.71459
0.0431 6.70627
0.0441 6.69795
0.0451 6.68963
0.0461 6.68132
0.0471 6.673
0.0481 6.66468
0.0491 6.65636
0.0501 6.64804
0.0511 6.63972
0.0521 6.6314
0.0531 6.62309
0.0541 6.61477
0.0551 6.60645
0.0561 6.59813
0.0571 6.58981
0.0581 6.58149
0.0591 6.57317
0.0601 6.56486
0.0611 6.55654
0.0621 6.54822
0.0631 6.5399
0.0641 6.53158
0.0651 6.52326
0.0661 6.51494
0.0671 6.50663
0.0681 6.49831
0.0691 6.48999
0.0701 6.48167
0.0711 6.47335
0.0721 6.46503
0.0731 6.45671
0.0741 6.4484
0.0751 6.44008
0.0761 6.43176
0.0771 6.42344
0.0781 6.41512
0.0791 6.4068
0.0801 6.39848
0.0811 6.39017
0.0821 6.38185
0.0831 6.37353
0.0841 6.36521
0.0851 6.35689
0.0861 6.34857
0.0871 6.34025
0.0881 6.33194
0.0891 6.32362
0.0901 6.3153
0.0911 6.30698
0.0921 6.29866
0.0931 6.29034
0.0941 6.28202
0.0951 6.27371
0.0961 6.26539
0.0971 6.25707
0.0981 6.24875
0.0991 6.24043
0.1001 6.23211
0.1011 6.22379
0.1021 6.21548
0.1031 6.20716
0.1041 6.19884
0.1051 6.19052
0.1061 6.1822
0.1071 6.17388
0.1081 6.16556
0.1091 6.15725
0.1101 6.14893
0.1111 6.14061
0.1121 6.13229
0.1131 6.12397
0.1141 6.11565
0.1151 6.10733
0.1161 6.09902
0.1171 6.0907
0.1181 6.08238
0.1191 6.07406
0.1201 6.06574
0.1211 6.05742
0.1221 6.0491
0.1231 6.04079
0.1241 6.03247
0.1251 6.02415
0.1261 6.01583
0.1271 6.00751
0.1281 5.99919
0.1291 5.99087
0.1301 5.98256
0.1311 5.97424
0.1321 5.96592
0.1331 5.9576
0.1341 5.94928
0.1351 5.94096
0.1361 5.93264
0.1371 5.92433
0.1381 5.91601
0.1391 5.90769
0.1401 5.89937
0.1411 5.89105
0.1421 5.88273
0.1431 5.87441
0.1441 5.8661
0.1451 5.85778
0.1461 5.84946
0.1471 5.84114
0.1481 5.83282
0.1491 5.8245
0.1501 5.81618
0.1511 5.80787
0.1521 5.79955
0.1531 5.79123
0.1541 5.78291
0.1551 5.77459
0.1561 5.76627
0.1571 5.75795
0.1581 5.74964
0.1591 5.74132
0.1601 5.733
0.1611 5.72468
0.1621 5.71636
0.1631 5.70804
0.1641 5.69972
0.1651 5.69141
0.1661 5.68309
0.1671 5.67477
0.1681 5.66645
0.1691 5.65813
0.1701 5.64981
0.1711 5.64149
0.1721 5.63318
0.1731 5.62486
0.1741 5.61654
0.1751 5.60822
0.1761 5.5999
0.1771 5.59158
0.1781 5.58326
0.1791 5.57495
0.1801 5.56663
0.1811 5.55831
0.1821 5.54999
0.1831 5.54167
0.1841 5.53335
0.1851 5.52503
0.1861 5.51672
0.1871 5.5084
0.1881 5.50008
0.1891 5.49176
0.1901 5.48344
0.1911 5.47512
0.1921 5.4668
0.1931 5.45849
0.1941 5.45017
0.1951 5.44185
0.1961 5.43353
0.1971 5.42521
0.1981 5.41689
0.1991 5.40857
0.2001 5.40026
0.2011 5.39194
0.2021 5.38362
0.2031 5.3753
0.2041 5.36698
0.2051 5.35866
