0.0001 7.06397
0.0011 7.05567
0.0021 7.04742
0.0031 7.0392
0.0041 7.03102
0.0051 7.02288
0.0061 7.01478
0.0071 7.00671
0.0081 6.99868
0.0091 6.99069
0.0101 6.98273
0.0111 6.97481
0.0121 6.96693
0.0131 6.95908
0.0141 6.95127
0.0151 6.94349
0.0161 6.93575
0.0171 6.92804
0.0181 6.92037
0.0191 6.91273
0.0201 6.90512
0.0211 6.89755
0.0221 6.89001
0.0231 6.88251
0.0241 6.87504
0.0251 6.8676
0.0261 6.86019
0.0271 6.85282
0.0281 6.84547
0.0291 6.83816
0.0301 6.83088
0.0311 6.82364
0.0321 6.81642
0.0331 6.80923
0.0341 6.80208
0.0351 6.79495
0.0361 6.78786
0.0371 6.7808
0.0381 6.77376
0.0391 6.76676
0.0401 6.75978
0.0411 6.75284
0.0421 6.74592
0.0431 6.73903
0.0441 6.73217
0.0451 6.72534
0.0461 6.71854
0.0471 6.71176
0.0481 6.70502
0.0491 6.6983
0.0501 6.69161
0.0511 6.68494
0.0521 6.67831
0.0531 6.6717
0.0541 6.66511
0.0551 6.65856
0.0561 6.65203
0.0571 6.64552
0.0581 6.63904
0.0591 6.63259
0.0601 6.62617
0.0611 6.61977
0.0621 6.61339
0.0631 6.60704
0.0641 6.60072
0.0651 6.59442
0.0661 6.58814
0.0671 6.58189
0.0681 6.57567
0.0691 6.56947
0.0701 6.56329
0.0711 6.55713
0.0721 6.55101
0.0731 6.5449
0.0741 6.53882
0.0751 6.53276
0.0761 6.52672
0.0771 6.52071
0.0781 6.51472
0.0791 6.50876
0.0801 6.50281
0.0811 6.49689
0.0821 6.49099
0.0831 6.48512
0.0841 6.47926
0.0851 6.47343
0.0861 6.46762
0.0871 6.46183
0.0881 6.45606
0.0891 6.45032
0.0901 6.44459
0.0911 6.43889
0.0921 6.43321
0.0931 6.42755
0.0941 6.42191
0.0951 6.41629
0.0961 6.41069
0.0971 6.40511
0.0981 6.39956
0.0991 6.39402
0.1001 6.3885
0.1011 6.383
0.1021 6.37753
0.1031 6.37207
0.1041 6.36663
0.1051 6.36121
0.1061 6.35581
0.1071 6.35044
0.1081 6.34508
0.1091 6.33973
0.1101 6.33441
0.1111 6.32911
0.1121 6.32382
0.1131 6.31856
0.1141 6.31331
0.1151 6.30808
0.1161 6.30287
0.1171 6.29768
0.1181 6.29251
0.1191 6.28735
0.1201 6.28221
0.1211 6.27709
0.1221 6.27199
0.1231 6.26691
0.1241 6.26184
0.1251 6.25679
0.1261 6.25176
0.1271 6.24675
0.1281 6.24175
0.1291 6.23677
0.1301 6.2318
0.1311 6.22686
0.1321 6.22193
0.1331 6.21702
0.1341 6.21212
0.1351 6.20724
0.1361 6.20238
0.1371 6.19753
0.1381 6.1927
0.1391 6.18788
0.1401 6.18309
0.1411 6.1783
0.1421 6.17354
0.1431 6.16879
0.1441 6.16405
0.1451 6.15933
0.1461 6.15463
0.1471 6.14994
0.1481 6.14527
0.1491 6.14061
0.1501 6.13597
0.1511 6.13135
0.1521 6.12673
0.1531 6.12214
0.1541 6.11756
0.1551 6.11299
0.1561 6.10844
0.1571 6.1039
0.1581 6.09938
0.1591 6.09487
0.1601 6.09038
0.1611 6.0859
0.1621 6.08144
0.1631 6.07699
0.1641 6.07255
0.1651 6.06813
0.1661 6.06372
0.1671 6.05933
0.1681 6.05495
0.1691 6.05059
0.1701 6.04623
0.1711 6.0419
0.1721 6.03757
0.1731 6.03326
0.1741 6.02896
0.1751 6.02468
0.1761 6.02041
0.1771 6.01615
0.1781 6.01191
0.1791 6.00768
0.1801 6.00346
0.1811 5.99926
0.1821 5.99507
0.1831 5.99089
0.1841 5.98672
0.1851 5.98257
0.1861 5.97843
0.1871 5.9743
0.1881 5.97019
0.1891 5.96609
0.1901 5.962
0.1911 5.95792
0.1921 5.95386
0.1931 5.94981
0.1941 5.94577
0.1951 5.94174
0.1961 5.93772
0.1971 5.93372
0.1981 5.92973
0.1991 5.92575
0.2001 5.92178
0.2011 5.91783
0.2021 5.91389
0.2031 5.90995
0.2041 5.90603
0.2051 5.90213
0.2061 5.89823
0.2071 5.89434
0.2081 5.89047
0.2091 5.88661
0.2101 5.88276
0.2111 5.87892
0.2121 5.87509
0.2131 5.87127
0.2141 5.86747
0.2151 5.86367
0.2161 5.85989
0.2171 5.85612
0.2181 5.85236
0.2191 5.84861
0.2201 5.84487
0.2211 5.84114
0.2221 5.83742
0.2231 5.83371
0.2241 5.83002
0.2251 5.82633
0.2261 5.82266
0.2271 5.81899
0.2281 5.81534
0.2291 5.81169
0.2301 5.80806
0.2311 5.80444
0.2321 5.80083
0.2331 5.79722
0.2341 5.79363
0.2351 5.79005
0.2361 5.78648
0.2371 5.78292
0.2381 5.77937
0.2391 5.77582
0.2401 5.77229
0.2411 5.76877
0.2421 5.76526
0.2431 5.76176
0.2441 5.75827
0.2451 5.75478
0.2461 5.75131
0.2471 5.74785
0.2481 5.7444
0.2491 5.74095
0.2501 5.73752
0.2511 5.73409
0.2521 5.73068
0.2531 5.72727
0.2541 5.72388
0.2551 5.72049
0.2561 5.71711
0.2571 5.71374
0.2581 5.71038
0.2591 5.70703
0.2601 5.70369
0.2611 5.70036
0.2621 5.69704
0.2631 5.69373
0.2641 5.69042
0.2651 5.68713
0.2661 5.68384
0.2671 5.68056
0.2681 5.67729
0.2691 5.67403
0.2701 5.67078
0.2711 5.66754
0.2721 5.66431
0.2731 5.66108
0.2741 5.65786
0.2751 5.65466
0.2761 5.65146
0.2771 5.64827
0.2781 5.64508
0.2791 5.64191
0.2801 5.63875
0.2811 5.63559
0.2821 5.63244
0.2831 5.6293
0.2841 5.62617
0.2851 5.62304
0.2861 5.61993
0.2871 5.61682
0.2881 5.61372
0.2891 5.61063
0.2901 5.60755
0.2911 5.60447
0.2921 5.60141
0.2931 5.59835
0.2941 5.5953
0.2951 5.59225
0.2961 5.58922
0.2971 5.58619
0.2981 5.58317
0.2991 5.58016
0.3001 5.57716
0.3011 5.57416
0.3021 5.57117
0.3031 5.56819
0.3041 5.56522
0.3051 5.56225
0.3061 5.5593
0.3071 5.55635
0.3081 5.5534
0.3091 5.55047
0.3101 5.54754
0.3111 5.54462
0.3121 5.54171
0.3131 5.5388
0.3141 5.5359
0.3151 5.53301
0.3161 5.53013
0.3171 5.52725
0.3181 5.52439
0.3191 5.52152
0.3201 5.51867
0.3211 5.51582
0.3221 5.51298
0.3231 5.51015
0.3241 5.50732
0.3251 5.50451
0.3261 5.50169
0.3271 5.49889
0.3281 5.49609
0.3291 5.4933
0.3301 5.49052
0.3311 5.48774
0.3321 5.48497
0.3331 5.48221
0.3341 5.47945
0.3351 5.4767
0.3361 5.47396
0.3371 5.47122
0.3381 5.46849
0.3391 5.46577
0.3401 5.46306
0.3411 5.46035
0.3421 5.45764
0.3431 5.45495
0.3441 5.45226
0.3451 5.44958
0.3461 5.4469
0.3471 5.44423
0.3481 5.44157
0.3491 5.43891
0.3501 5.43626
0.3511 5.43362
0.3521 5.43098
0.3531 5.42835
0.3541 5.42572
0.3551 5.4231
