#====================================================
#t = 0.4     rho_bar = 0.6     Viscosity = 0
#====================================================
#x              rho
#====================================================
0               0.6
0.001001        0.6
0.002002        0.6
0.003003        0.6
0.004004        0.6
0.00500501      0.6
0.00600601      0.6
0.00700701      0.6
0.00800801      0.6
0.00900901      0.6
0.01001         0.6
0.011011        0.6
0.012012        0.6
0.013013        0.6
0.014014        0.6
0.015015        0.6
0.016016        0.6
0.017017        0.6
0.018018        0.6
0.019019        0.6
0.02002         0.6
0.021021        0.6
0.022022        0.6
0.023023        0.6
0.024024        0.6
0.025025        0.6
0.026026        0.6
0.027027        0.6
0.028028        0.6
0.029029        0.6
0.03003         0.6
0.031031        0.6
0.032032        0.6
0.033033        0.6
0.034034        0.6
0.035035        0.6
0.036036        0.6
0.037037        0.6
0.038038        0.6
0.039039        0.6
0.04004         0.6
0.041041        0.6
0.042042        0.6
0.043043        0.6
0.044044        0.6
0.045045        0.6
0.046046        0.6
0.047047        0.6
0.048048        0.6
0.049049        0.6
0.0500501       0.6
0.0510511       0.6
0.0520521       0.6
0.0530531       0.6
0.0540541       0.6
0.0550551       0.6
0.0560561       0.6
0.0570571       0.6
0.0580581       0.6
0.0590591       0.6
0.0600601       0.6
0.0610611       0.6
0.0620621       0.6
0.0630631       0.6
0.0640641       0.6
0.0650651       0.6
0.0660661       0.6
0.0670671       0.6
0.0680681       0.6
0.0690691       0.6
0.0700701       0.6
0.0710711       0.6
0.0720721       0.6
0.0730731       0.6
0.0740741       0.6
0.0750751       0.6
0.0760761       0.6
0.0770771       0.6
0.0780781       0.6
0.0790791       0.6
0.0800801       0.6
0.0810811       0.6
0.0820821       0.6
0.0830831       0.6
0.0840841       0.6
0.0850851       0.6
0.0860861       0.6
0.0870871       0.6
0.0880881       0.6
0.0890891       0.6
0.0900901       0.6
0.0910911       0.6
0.0920921       0.6
0.0930931       0.6
0.0940941       0.6
0.0950951       0.6
0.0960961       0.6
0.0970971       0.6
0.0980981       0.6
0.0990991       0.6
0.1001          0.6
0.101101        0.6
0.102102        0.6
0.103103        0.6
0.104104        0.6
0.105105        0.6
0.106106        0.6
0.107107        0.6
0.108108        0.6
0.109109        0.6
0.11011         0.6
0.111111        0.6
0.112112        0.6
0.113113        0.6
0.114114        0.6
0.115115        0.6
0.116116        0.6
0.117117        0.6
0.118118        0.6
0.119119        0.6
0.12012         0.6
0.121121        0.6
0.122122        0.6
0.123123        0.6
0.124124        0.6
0.125125        0.6
0.126126        0.6
0.127127        0.6
0.128128        0.6
0.129129        0.6
0.13013         0.6
0.131131        0.6
0.132132        0.6
0.133133        0.6
0.134134        0.6
0.135135        0.6
0.136136        0.6
0.137137        0.6
0.138138        0.6
0.139139        0.6
0.14014         0.6
0.141141        0.6
0.142142        0.6
0.143143        0.6
0.144144        0.6
0.145145        0.6
0.146146        0.6
0.147147        0.6
0.148148        0.6
0.149149        0.6
0.15015         0.6
0.151151        0.6
0.152152        0.6
0.153153        0.6
0.154154        0.6
0.155155        0.6
0.156156        0.6
0.157157        0.600001
0.158158        0.600001
0.159159        0.600001
0.16016         0.600001
0.161161        0.600001
0.162162        0.600001
0.163163        0.600001
0.164164        0.600001
0.165165        0.600001
0.166166        0.600001
0.167167        0.600001
0.168168        0.600001
0.169169        0.600001
0.17017         0.600001
0.171171        0.600001
0.172172        0.600001
0.173173        0.600001
0.174174        0.600001
0.175175        0.600001
0.176176        0.600001
0.177177        0.600001
0.178178        0.600001
0.179179        0.600002
0.18018         0.600002
0.181181        0.600002
0.182182        0.600002
0.183183        0.600002
0.184184        0.600002
0.185185        0.600002
0.186186        0.600002
0.187187        0.600002
0.188188        0.600002
0.189189        0.600002
0.19019         0.600003
0.191191        0.600003
0.192192        0.600003
0.193193        0.600003
0.194194        0.600003
0.195195        0.600003
0.196196        0.600003
0.197197        0.600003
0.198198        0.600004
0.199199        0.600004
0.2002          0.600004
0.201201        0.600004
0.202202        0.600004
0.203203        0.600005
0.204204        0.600005
0.205205        0.600005
0.206206        0.600005
0.207207        0.600005
0.208208        0.600006
0.209209        0.600006
0.21021         0.600006
0.211211        0.600006
0.212212        0.600007
0.213213        0.600007
0.214214        0.600007
0.215215        0.600008
0.216216        0.600008
0.217217        0.600008
0.218218        0.600009
0.219219        0.600009
0.22022         0.600009
0.221221        0.60001
0.222222        0.60001
0.223223        0.60001
0.224224        0.600011
0.225225        0.600011
0.226226        0.600012
0.227227        0.600012
0.228228        0.600013
0.229229        0.600013
0.23023         0.600014
0.231231        0.600014
0.232232        0.600015
0.233233        0.600015
0.234234        0.600016
0.235235        0.600016
0.236236        0.600017
0.237237        0.600018
0.238238        0.600018
0.239239        0.600019
0.24024         0.60002
0.241241        0.60002
0.242242        0.600021
0.243243        0.600022
0.244244        0.600023
0.245245        0.600024
0.246246        0.600024
0.247247        0.600025
0.248248        0.600026
0.249249        0.600027
0.25025         0.600028
0.251251        0.600029
0.252252        0.60003
0.253253        0.600031
0.254254        0.600032
0.255255        0.600033
0.256256        0.600034
0.257257        0.600035
0.258258        0.600037
0.259259        0.600038
0.26026         0.600039
0.261261        0.60004
0.262262        0.600042
0.263263        0.600043
0.264264        0.600044
0.265265        0.600046
0.266266        0.600047
0.267267        0.600049
0.268268        0.60005
0.269269        0.600052
0.27027         0.600053
0.271271        0.600055
0.272272        0.600056
0.273273        0.600058
0.274274        0.60006
0.275275        0.600062
0.276276        0.600063
0.277277        0.600065
0.278278        0.600067
0.279279        0.600069
0.28028         0.600071
0.281281        0.600073
0.282282        0.600075
