#====================================================
#   t = 0.01    rho_bar = 0.5     Viscosity = 0#====================================================
#x              rho
#====================================================
0               0.5
0.001001        0.5
0.002002        0.5
0.003003        0.5
0.004004        0.5
0.00500501      0.5
0.00600601      0.5
0.00700701      0.5
0.00800801      0.5
0.00900901      0.5
0.01001         0.5
0.011011        0.5
0.012012        0.5
0.013013        0.5
0.014014        0.5
0.015015        0.5
0.016016        0.5
0.017017        0.5
0.018018        0.5
0.019019        0.5
0.02002         0.5
0.021021        0.5
0.022022        0.5
0.023023        0.5
0.024024        0.5
0.025025        0.5
0.026026        0.5
0.027027        0.5
0.028028        0.5
0.029029        0.5
0.03003         0.5
0.031031        0.5
0.032032        0.5
0.033033        0.5
0.034034        0.5
0.035035        0.5
0.036036        0.5
0.037037        0.5
0.038038        0.5
0.039039        0.5
0.04004         0.5
0.041041        0.5
0.042042        0.5
0.043043        0.5
0.044044        0.5
0.045045        0.5
0.046046        0.5
0.047047        0.5
0.048048        0.5
0.049049        0.5
0.0500501       0.5
0.0510511       0.5
0.0520521       0.5
0.0530531       0.5
0.0540541       0.5
0.0550551       0.5
0.0560561       0.5
0.0570571       0.5
0.0580581       0.5
0.0590591       0.5
0.0600601       0.5
0.0610611       0.5
0.0620621       0.5
0.0630631       0.5
0.0640641       0.5
0.0650651       0.5
0.0660661       0.5
0.0670671       0.5
0.0680681       0.5
0.0690691       0.5
0.0700701       0.5
0.0710711       0.5
0.0720721       0.5
0.0730731       0.5
0.0740741       0.5
0.0750751       0.5
0.0760761       0.5
0.0770771       0.5
0.0780781       0.5
0.0790791       0.5
0.0800801       0.5
0.0810811       0.5
0.0820821       0.5
0.0830831       0.5
0.0840841       0.5
0.0850851       0.5
0.0860861       0.5
0.0870871       0.5
0.0880881       0.5
0.0890891       0.5
0.0900901       0.5
0.0910911       0.5
0.0920921       0.5
0.0930931       0.5
0.0940941       0.5
0.0950951       0.5
0.0960961       0.5
0.0970971       0.5
0.0980981       0.5
0.0990991       0.5
0.1001          0.5
0.101101        0.5
0.102102        0.5
0.103103        0.5
0.104104        0.5
0.105105        0.5
0.106106        0.5
0.107107        0.5
0.108108        0.5
0.109109        0.5
0.11011         0.5
0.111111        0.5
0.112112        0.5
0.113113        0.5
0.114114        0.5
0.115115        0.5
0.116116        0.5
0.117117        0.5
0.118118        0.5
0.119119        0.5
0.12012         0.5
0.121121        0.5
0.122122        0.5
0.123123        0.5
0.124124        0.5
0.125125        0.5
0.126126        0.5
0.127127        0.5
0.128128        0.5
0.129129        0.5
0.13013         0.5
0.131131        0.5
0.132132        0.5
0.133133        0.5
0.134134        0.5
0.135135        0.5
0.136136        0.5
0.137137        0.5
0.138138        0.5
0.139139        0.5
0.14014         0.5
0.141141        0.5
0.142142        0.5
0.143143        0.5
0.144144        0.5
0.145145        0.5
0.146146        0.5
0.147147        0.5
0.148148        0.5
0.149149        0.5
0.15015         0.5
0.151151        0.5
0.152152        0.5
0.153153        0.5
0.154154        0.5
0.155155        0.5
0.156156        0.5
0.157157        0.5
0.158158        0.5
0.159159        0.5
0.16016         0.5
0.161161        0.5
0.162162        0.5
0.163163        0.5
0.164164        0.5
0.165165        0.5
0.166166        0.5
0.167167        0.5
0.168168        0.5
0.169169        0.5
0.17017         0.5
0.171171        0.5
0.172172        0.5
0.173173        0.5
0.174174        0.5
0.175175        0.5
0.176176        0.5
0.177177        0.5
0.178178        0.5
0.179179        0.5
0.18018         0.5
0.181181        0.5
0.182182        0.5
0.183183        0.5
0.184184        0.5
0.185185        0.5
0.186186        0.5
0.187187        0.5
0.188188        0.5
0.189189        0.5
0.19019         0.5
0.191191        0.5
0.192192        0.5
0.193193        0.5
0.194194        0.5
0.195195        0.5
0.196196        0.5
0.197197        0.5
0.198198        0.5
0.199199        0.5
0.2002          0.5
0.201201        0.5
0.202202        0.5
0.203203        0.5
0.204204        0.5
0.205205        0.5
0.206206        0.5
0.207207        0.5
0.208208        0.5
0.209209        0.5
0.21021         0.5
0.211211        0.5
0.212212        0.5
0.213213        0.5
0.214214        0.5
0.215215        0.5
0.216216        0.5
0.217217        0.5
0.218218        0.5
0.219219        0.5
0.22022         0.5
0.221221        0.5
0.222222        0.5
0.223223        0.5
0.224224        0.5
0.225225        0.5
0.226226        0.5
0.227227        0.5
0.228228        0.5
0.229229        0.5
0.23023         0.5
0.231231        0.5
0.232232        0.5
0.233233        0.5
0.234234        0.5
0.235235        0.5
0.236236        0.5
0.237237        0.500001
0.238238        0.500001
0.239239        0.500001
0.24024         0.500001
0.241241        0.500001
0.242242        0.500001
0.243243        0.500001
0.244244        0.500001
0.245245        0.500001
0.246246        0.500001
0.247247        0.500001
0.248248        0.500001
0.249249        0.500001
0.25025         0.500001
0.251251        0.500001
0.252252        0.500001
0.253253        0.500001
0.254254        0.500001
0.255255        0.500001
0.256256        0.500001
0.257257        0.500001
0.258258        0.500001
0.259259        0.500002
0.26026         0.500002
0.261261        0.500002
0.262262        0.500002
0.263263        0.500002
0.264264        0.500002
0.265265        0.500002
0.266266        0.500002
0.267267        0.500002
0.268268        0.500002
0.269269        0.500002
0.27027         0.500003
0.271271        0.500003
0.272272        0.500003
0.273273        0.500003
0.274274        0.500003
0.275275        0.500003
0.276276        0.500003
0.277277        0.500004
0.278278        0.500004
0.279279        0.500004
0.28028         0.500004
0.281281        0.500004
0.282282        0.500004
0.283283        0.500005
0.284284        0.500005
0.285285        0.500005
0.286286        0.500005
0.287287        0.500005
0.288288        0.500006
0.289289        0.500006
0.29029         0.500006
0.291291        0.500006
0.292292        0.500007
0.293293        0.500007
0.294294        0.500007
0.295295        0.500008
0.296296        0.500008
0.297297        0.500008
0.298298        0.500009
0.299299        0.500009
0.3003          0.500009
0.301301        0.50001
0.302302        0.50001
0.303303        0.50001
0.304304        0.500011
0.305305        0.500011
0.306306        0.500012
0.307307        0.500012
0.308308        0.500013
0.309309        0.500013
0.31031         0.500014
0.311311        0.500014
0.312312        0.500015
0.313313        0.500015
0.314314        0.500016
0.315315        0.500017
0.316316        0.500017
0.317317        0.500018
0.318318        0.500018
0.319319        0.500019
0.32032         0.50002
0.321321        0.500021
0.322322        0.500021
0.323323        0.500022
0.324324        0.500023
0.325325        0.500024
0.326326        0.500024
0.327327        0.500025
0.328328        0.500026
0.329329        0.500027
0.33033         0.500028
0.331331        0.500029
0.332332        0.50003
0.333333        0.500031
0.334334        0.500032
0.335335        0.500033
0.336336        0.500034
0.337337        0.500035
0.338338        0.500037
0.339339        0.500038
0.34034         0.500039
0.341341        0.50004
0.342342        0.500042
0.343343        0.500043
0.344344        0.500044
0.345345        0.500046
0.346346        0.500047
0.347347        0.500049
0.348348        0.50005
0.349349        0.500052
0.35035         0.500053
0.351351        0.500055
0.352352        0.500057
0.353353        0.500058
0.354354        0.50006
0.355355        0.500062
0.356356        0.500064
0.357357        0.500065
0.358358        0.500067
0.359359        0.500069
0.36036         0.500071
0.361361        0.500073
0.362362        0.500075
0.363363        0.500077
0.364364        0.500079
0.365365        0.500082
0.366366        0.500084
0.367367        0.500086
0.368368        0.500088
